C:\ICPCHEM\1\DATA\Laser\09DEC_2.D
Intensity Vs Time,CPS
Acquired      : Dec 9 2010  04:51 pm using AcqMethod DJoto.m
Time [Sec],Li7,Na23,Mg24,P31,Ca43,Sc45,V51,Cr53,Mn55,Fe57,Co59,Ni60,Cu63,Zn64,Cu65,Ge72,Rb85,Sr88,Y89,Cd114,Sn118,Ba137,Au197,Pb208,Th232,U238
785.797,0,3160434.64,100,7701.93,2500.2,3300.36,600.01,300,1600.08,3100.32,200,0,2200.16,0,200,600.01,100,14006.63,0,0,100,0,0,800.02,0,0
786.108,100,3189378.59,100,8002.08,3700.45,3200.34,200,100,2400.19,2500.21,100,0,2600.22,100,100,200,300,17109.89,0,300,100,0,100,1000.04,0,0
786.419,200,3171526.05,0,7201.69,5100.85,3000.3,500.01,300,2900.28,3300.36,0,100,1100.04,0,200,100,0,22717.44,0,0,100,0,0,600.01,0,0
786.73,100,3144826.05,200,7001.59,5901.14,2500.21,100,400.01,2900.28,2200.16,0,100,1400.07,0,200,600.01,0,13205.89,0,100,100,100,0,400.01,0,0
787.041,100,3147965.5,300,6701.46,3500.4,3000.3,300,500.01,2100.15,2600.22,0,200,2000.13,200,500.01,200,200,13205.89,0,0,0,0,0,200,0,0
787.352,0,3141834.25,100,8302.24,5801.1,2700.24,100,100,3000.3,4000.53,0,0,1500.07,100,0,400.01,100,10904.02,0,100,100,0,0,300,0,0
787.663,0,3165463.55,100,9002.63,4300.61,2600.22,400.01,200,3500.4,2600.22,0,200,1300.06,0,200,400.01,300,11604.55,0,300,0,0,0,600.01,0,0
787.974,0,3146715.5,0,6801.5,5100.85,2500.21,300,100,2100.15,3100.32,0,100,1900.12,300,400.01,700.02,0,12505.29,0,0,100,0,0,700.02,0,0
788.285,0,3161645.19,0,7801.98,3300.36,2400.19,300,400.01,2400.19,2800.26,100,0,1600.09,100,300,400.01,200,17610.48,0,0,0,0,0,400.01,0,0
788.596,0,3181121.56,0,6801.5,3300.36,3100.32,400.01,200,2600.22,3400.38,300,0,1200.05,0,300,200,0,20113.67,0,0,100,0,0,300,0,0
788.907,100,3191563.35,100,8502.35,2200.16,3000.3,100,200,2800.26,2500.21,0,100,1200.05,0,300,400.01,100,4000.54,0,100,0,0,100,400.01,0,0
789.219,0,3171063.55,300,6401.33,3600.43,4000.53,100,100,2400.19,1900.12,0,100,1500.07,0,100,900.03,100,12004.87,0,100,300,0,0,400.01,0,0
789.53,0,3199682.49,100,6901.55,3400.38,3600.43,600.01,300,2400.19,3200.34,0,100,1300.06,0,500.01,0,300,9102.8,0,0,0,0,0,500.01,0,0
789.841,200,3169911.98,0,6701.46,2700.24,1900.12,500.01,600.01,2700.24,2700.24,200,100,1700.1,0,500.01,200,100,3100.33,0,0,0,0,0,400.01,0,0
790.152,100,3130024.29,300,7401.78,2800.26,3200.34,800.02,300,3000.3,2300.18,100,0,1800.11,0,200,700.02,300,3900.51,0,0,200,0,0,400.01,0,0
790.463,0,3185825.66,100,7101.64,2600.22,2400.19,400.01,300,2600.22,3600.43,100,0,1400.07,0,200,300,0,9903.32,0,200,200,0,0,200,0,0
790.774,100,3108058.08,300,7201.69,2500.2,3500.4,600.01,0,2300.18,3400.38,100,0,1500.07,300,100,500.01,200,7902.11,0,100,0,0,0,600.01,0,0
791.085,0,3169390.5,200,6301.29,2700.24,3500.4,400.01,0,2700.24,2000.13,0,300,1100.04,100,100,500.01,100,12305.12,0,0,0,0,0,500.01,0,0
791.396,0,3170945.38,200,8102.13,2300.17,4100.55,200,400.01,2700.24,4400.64,0,300,1500.07,0,200,400.01,200,4000.54,0,0,100,0,0,500.01,0,100
791.707,0,3147089.52,100,6301.29,2600.22,2400.19,100,0,2500.21,2900.28,100,0,1300.06,0,200,400.01,100,6001.22,0,0,100,0,0,500.01,0,0
792.018,0,3136972.53,100,8402.29,1900.12,1900.12,600.01,200,2700.24,2900.28,100,100,1900.12,100,200,400.01,200,4500.68,0,0,0,0,0,300,100,0
792.329,0,3103550.66,100,5701.06,2700.24,2400.19,600.01,100,2200.16,2500.21,100,0,2200.16,0,200,300,100,0,0,0,100,100,0,600.01,0,0
792.64,0,3182597.73,200,6901.55,2700.24,3000.3,200,100,3300.36,2800.26,0,100,2200.16,0,200,400.01,200,6301.34,0,0,0,0,0,100,100,100
792.951,0,3180422.73,0,6201.25,3100.32,2900.28,600.01,100,2200.16,2900.28,0,100,1400.07,0,200,100,300,2700.25,0,0,0,0,0,400.01,0,0
793.263,0,3121491.67,0,8202.19,2100.14,2400.19,300,0,2400.19,2600.22,0,300,2300.18,200,500.01,400.01,100,2300.18,100,0,100,0,0,600.01,100,100
793.574,0,3190874.49,100,7101.64,1500.07,4000.53,200,0,2600.22,2300.18,200,0,1400.07,0,200,700.02,200,14507.11,0,0,0,0,0,600.01,0,0
793.885,0,3180845.97,0,8202.19,1800.11,3500.4,900.03,300,1900.12,2400.19,0,0,1400.07,0,300,300,100,2700.25,0,0,100,0,200,400.01,0,0
794.196,0,3165906.52,0,7401.78,1000.03,2000.13,1000.03,300,3300.36,3100.32,0,0,1200.05,100,600.01,200,200,2000.14,0,0,0,0,0,500.01,0,0
794.507,0,3181967.84,0,9402.87,1400.06,3900.5,300,100,2100.15,3100.32,0,100,800.02,0,200,300,200,4800.78,0,100,400.01,0,0,300,0,0
794.818,200,3137188.94,300,7201.69,2600.22,3000.3,300,0,2700.24,3400.38,0,0,2400.19,0,600.01,0,300,3600.44,0,0,400.01,0,0,300,0,0
795.129,0,3120035.23,400.01,7101.64,1900.12,2900.28,100,100,2000.13,3300.36,0,100,900.03,0,200,300,0,0,0,0,0,0,0,500.01,0,0
795.44,0,3157492.06,200,6501.37,1200.05,3400.38,500.01,700.02,1500.07,2700.24,0,100,1000.03,0,400.01,900.03,0,2300.18,0,0,100,0,0,300,0,0
795.751,0,3109770.58,0,7401.78,2100.14,2500.21,200,100,3100.32,3000.3,0,100,1600.09,0,300,400.01,200,4600.72,0,0,100,0,0,400.01,0,0
796.062,100,3158869.8,100,7001.59,3600.43,2300.17,300,400.01,1800.11,2400.19,200,100,1500.07,100,300,200,0,5901.18,0,100,200,0,0,200,0,0
796.373,100,3217407.1,0,8402.29,1400.06,2400.19,600.01,300,2300.18,2700.24,100,0,1000.03,0,300,600.01,200,1400.07,0,0,200,0,0,500.01,0,0
796.684,0,3178031.32,0,8202.19,1900.12,3300.36,500.01,300,2000.13,2100.15,0,100,1600.09,0,200,300,200,1500.08,0,0,300,0,100,400.01,0,0
796.996,0,3151518.23,100,7801.98,1500.07,2900.28,200,100,1800.11,2500.21,0,0,2300.18,0,200,500.01,300,3700.46,0,0,100,0,0,600.01,0,0
797.307,0,3179094.21,100,7902.03,2200.16,2900.28,400.01,0,2900.28,2100.15,100,0,1600.09,100,300,200,200,2700.25,0,0,200,0,100,600.01,0,0
797.618,0,3173317.26,100,7301.73,1700.1,2900.28,300,400.01,1400.06,3100.32,0,200,2000.13,0,700.02,300,300,5400.99,100,0,200,0,0,1100.04,0,0
797.929,0,3202329.95,100,8702.46,2300.17,3000.3,300,0,1900.12,1800.11,0,0,1400.07,100,400.01,300,0,400.01,0,0,0,0,100,700.02,0,0
798.24,0,3176899.49,100,8002.08,3500.4,3300.36,500.01,200,2600.22,1900.12,0,100,800.02,0,200,600.01,300,2300.18,100,0,200,0,0,600.01,0,0
798.551,0,3176751.83,400.01,8902.58,1500.07,3300.36,300,300,2300.18,2200.16,0,0,1600.09,200,400.01,300,100,1700.1,0,0,100,0,0,400.01,0,0
798.862,0,3141637.37,500.01,7301.73,700.02,2900.28,500.01,300,1900.12,2300.18,0,300,1600.09,0,400.01,300,100,800.02,0,0,300,0,0,300,0,0
799.173,0,3120596.16,100,7801.98,1400.06,2600.22,600.01,100,2000.13,2500.21,0,0,900.03,0,400.01,400.01,0,4200.6,0,0,100,0,0,200,0,0
799.484,100,3183945.97,100,7501.83,900.03,2200.16,500.01,300,4000.53,2300.18,0,200,1300.06,0,400.01,600.01,200,100,0,0,200,0,0,500.01,200,0
799.795,0,3193521.75,200,7401.78,2800.26,4500.66,300,300,2600.22,2900.28,0,300,1500.07,0,100,100,100,7301.8,0,0,0,0,0,800.02,0,0
800.106,0,3133842.84,0,5701.06,900.03,2300.17,500.01,0,2200.16,3200.34,0,100,700.02,200,200,200,100,4200.6,0,0,200,100,0,600.01,0,0
800.417,0,3148083.47,200,6701.46,700.02,3200.34,600.01,100,2300.18,3500.41,100,100,1300.06,200,300,200,100,2600.23,0,100,0,0,0,400.01,0,0
800.728,0,3165453.78,400.01,6001.17,1500.07,3000.3,700.02,0,3500.4,2900.28,0,100,800.02,300,200,400.01,100,6701.52,0,0,100,0,0,300,0,0
801.04,0,3188482.88,100,6901.55,1600.08,3800.47,600.01,100,2500.21,3400.38,200,100,1700.1,0,200,200,200,1800.11,0,0,100,0,0,400.01,0,0
801.351,100,3168169.99,0,6801.5,1200.05,3700.45,700.02,200,1900.12,1700.1,0,100,2100.15,100,300,200,300,800.02,0,100,100,100,0,500.01,100,0
801.662,0,3196543.24,200,7801.98,1200.05,2500.21,600.01,100,2900.28,2700.24,100,100,1100.04,100,100,1100.04,200,0,0,0,200,0,0,200,0,100
801.973,0,3189949.29,100,7701.93,1100.04,2500.21,700.02,100,2500.21,2900.28,100,0,1200.05,0,200,200,200,0,0,0,0,0,0,300,0,0
802.284,0,3127662.37,200,6801.5,1900.12,2700.24,300,100,2400.19,3000.3,0,100,1800.11,0,400.01,300,0,0,0,0,100,0,100,600.01,0,0
802.595,0,3171476.83,0,7301.73,1000.03,2500.21,200,200,2600.22,2100.15,100,200,1400.07,0,200,400.01,200,900.03,0,0,0,0,0,400.01,0,0
802.906,0,3154303.39,0,7601.88,1600.08,2900.28,300,600.01,1800.11,3500.41,0,0,2500.21,400.01,200,700.02,0,4800.78,100,0,300,0,100,400.01,0,100
803.217,0,3182095.77,300,6401.33,1300.06,3400.38,300,400.01,3000.3,2600.22,100,100,1200.05,0,200,100,100,1600.09,0,0,0,0,0,400.01,0,0
803.528,0,3210970.77,200,6701.46,1300.06,3900.5,600.01,200,2800.26,2200.16,0,0,2800.26,200,300,200,0,3000.3,0,100,200,0,0,800.02,0,0
803.839,0,3156507.88,100,7701.93,1700.1,2700.24,400.01,200,2100.15,2000.13,0,200,1100.04,0,200,600.01,300,1400.07,0,100,200,100,0,400.01,0,0
804.15,0,3164105.54,0,8702.46,1600.08,3400.38,200,100,2700.24,2200.16,100,0,900.03,0,400.01,400.01,0,5000.85,0,0,300,0,100,500.01,0,0
804.461,0,3175383.86,100,6701.46,1900.12,2600.22,600.01,200,2900.28,2800.26,0,100,1600.09,100,100,600.01,500.01,100,0,0,200,0,0,300,0,0
804.773,0,3235584.45,500.01,6901.55,1900.12,2700.24,400.01,100,2200.16,2400.19,0,0,1200.05,100,600.01,400.01,0,2300.18,100,0,0,0,0,400.01,0,100
805.084,0,3177932.88,300,6201.25,1600.08,2500.21,600.01,200,2300.18,2200.16,0,0,2200.16,100,200,100,0,500.01,0,0,100,0,0,100,100,100
805.395,0,3171565.31,100,7501.83,1000.03,2900.28,500.01,400.01,2500.21,3200.34,0,0,1200.05,100,300,700.02,200,400.01,0,0,100,0,0,600.01,0,0
805.706,0,3171919.6,100,6501.37,1200.05,1600.08,400.01,300,2200.16,3300.36,100,100,1300.06,0,100,400.01,0,100,0,0,400.01,0,0,400.01,0,0
806.017,0,3143960.03,200,8902.58,1400.06,2300.17,300,200,2000.13,2300.18,100,200,1600.09,0,100,300,100,0,0,0,0,0,0,600.01,0,0
806.328,0,3175059.06,200,8002.08,1000.03,3200.34,300,100,2000.13,2700.24,0,100,1800.11,0,600.01,400.01,0,600.01,100,100,200,0,0,500.01,0,0
806.639,0,3179330.34,400.01,7401.78,1000.03,2300.17,800.02,300,1700.1,3000.3,0,100,1700.1,0,100,400.01,200,1900.12,0,0,100,0,100,600.01,0,0
806.95,0,3162708.08,100,6501.37,900.03,4500.66,500.01,100,2600.22,2900.28,0,100,1200.05,200,300,800.02,100,0,0,0,100,0,0,500.01,0,0
807.261,0,3163495.38,100,6901.55,2000.13,3000.3,200,200,1700.1,2800.26,0,100,1700.1,100,300,0,0,1500.08,0,200,200,0,0,600.01,0,0
807.572,0,3164686.2,0,6301.29,1100.04,2900.28,0,300,2700.24,2500.21,100,0,1800.11,200,300,900.03,100,0,0,0,200,0,0,600.01,0,0
807.883,0,3184349.49,200,7101.64,1100.04,3700.45,400.01,400.01,2500.21,2200.16,0,200,1000.03,0,100,300,100,400.01,0,0,0,100,0,500.01,0,0
808.194,0,3185008.86,0,6801.5,1000.03,3400.38,300,400.01,2700.24,2600.22,0,300,1200.05,100,300,300,200,0,0,0,200,0,0,600.01,0,0
808.505,0,3158958.47,100,7101.64,800.02,2500.21,200,100,2700.24,3200.34,100,200,1600.09,0,300,100,0,200,0,0,100,0,0,400.01,0,0
808.817,0,3147552.02,100,7301.73,2400.19,2500.21,300,0,2600.22,2900.28,100,100,900.03,0,100,300,0,0,0,0,200,0,100,600.01,0,0
809.128,0,3175925.27,0,7701.93,1300.06,3900.5,600.01,200,2800.26,2300.18,0,300,2000.13,0,300,700.02,0,2900.28,0,100,0,0,0,600.01,0,0
809.439,0,3178543.04,100,6701.46,2600.22,2800.26,600.01,200,2700.24,3000.3,100,200,1400.07,0,300,300,100,2600.23,100,0,200,0,100,500.01,0,0
809.75,0,3171093.04,100,7601.88,600.01,2300.17,600.01,0,2400.19,2800.26,0,200,1500.07,0,300,600.01,300,0,0,0,0,0,100,400.01,0,0
810.061,0,3167933.86,0,8102.13,1400.06,2200.16,400.01,300,1800.11,3300.36,100,0,1700.1,200,100,300,200,800.02,0,100,0,0,0,400.01,0,100
810.372,0,3179035.03,0,9402.87,800.02,2800.26,300,200,2400.19,2700.24,0,0,1400.07,100,400.01,500.01,400.01,1900.12,100,100,200,0,0,900.03,0,0
810.683,100,3188463.35,0,8002.08,900.03,3200.34,400.01,200,2300.18,2200.16,0,0,2300.18,0,500.01,300,200,0,0,0,300,200,0,700.02,0,0
810.994,100,3177529.37,100,7201.69,1000.03,2500.21,300,100,2300.18,2700.24,100,0,2200.16,0,300,500.01,0,0,0,0,100,0,0,600.01,0,0
811.305,0,3146774.68,100,9502.93,700.02,2700.24,500.01,0,2200.16,3100.32,0,0,1200.05,0,500.01,600.01,300,0,0,0,0,0,0,700.02,0,0
811.616,0,3144953.98,300,6601.42,1400.06,3300.36,400.01,200,2400.19,2200.16,0,0,1500.07,0,300,200,300,0,100,0,100,0,0,1000.04,0,0
811.927,0,3176309.06,100,6501.37,500.01,3100.32,500.01,0,1900.12,4100.56,0,0,1400.07,0,300,700.02,600.01,0,0,100,100,0,0,600.01,0,0
812.238,0,3165335.62,0,7501.83,1500.07,3000.3,200,100,2000.13,2500.21,0,100,2500.21,100,200,300,300,100,0,0,0,0,0,600.01,0,0
812.55,0,3181643.04,0,8402.29,1000.03,2500.21,700.02,100,2400.19,2000.13,0,100,900.03,0,500.01,500.01,100,1400.07,0,0,100,0,0,800.02,0,0
812.861,0,3169459.25,100,8002.08,1500.07,2600.22,600.01,0,2900.28,1700.1,0,300,1600.09,100,200,400.01,100,1900.12,0,200,200,0,100,400.01,0,0
813.172,0,3161901.05,100,7101.64,500.01,2800.26,200,100,1500.07,2300.18,0,0,2200.16,100,100,300,100,0,0,100,200,0,0,200,0,0
813.483,0,3189250.66,200,6901.55,300,3800.47,600.01,400.01,2800.26,4100.56,0,0,1500.07,0,100,500.01,300,400.01,0,0,100,0,0,500.01,0,0
813.794,0,3139905.15,0,6701.46,900.03,2800.26,500.01,300,2700.24,2900.28,100,200,1600.09,0,400.01,500.01,400.01,200,0,0,300,0,0,400.01,0,0
814.105,0,3157137.77,100,6801.5,500.01,2200.16,700.02,0,2300.18,2000.13,100,300,1700.1,0,400.01,300,100,0,0,0,100,0,0,200,0,0
814.416,0,3165867.06,100,8402.29,1300.06,2200.16,300,0,1800.11,2600.22,0,0,2300.18,0,300,500.01,200,0,100,0,200,100,0,600.01,0,0
814.727,0,3167422.14,0,6301.29,1200.05,3800.47,200,100,2200.16,3500.41,0,400.01,1400.07,0,200,600.01,100,0,0,0,0,0,0,600.01,0,0
815.038,0,3155819.02,200,6701.46,1000.03,2600.22,300,300,2000.13,3000.3,200,0,1700.1,200,200,400.01,300,0,0,100,100,100,0,800.02,0,0
815.349,0,3189250.66,100,7501.83,1400.06,3100.32,100,200,1700.1,3600.43,0,0,900.03,0,200,300,200,0,0,0,0,0,100,400.01,0,0
815.66,0,3183650.85,0,8602.4,1500.07,3000.3,400.01,0,2400.19,3500.41,0,0,2000.13,0,300,200,0,0,0,0,300,0,100,200,0,0
815.971,100,3160090.11,0,7201.69,1300.06,3300.36,300,100,2000.13,3300.36,100,0,1600.09,100,100,100,100,0,0,0,100,0,0,300,0,0
816.282,0,3177391.48,0,6701.46,1000.03,3000.3,400.01,0,2200.16,2600.22,0,200,1100.04,100,300,300,100,200,0,100,0,0,0,400.01,0,0
816.594,0,3142503.39,100,8702.46,1100.04,2200.16,500.01,0,1500.07,2400.19,0,0,1400.07,200,200,300,200,0,0,0,0,0,0,400.01,0,0
816.905,0,3186317.84,200,7201.69,3600.43,3700.45,400.01,300,2700.24,2800.26,0,0,300,100,200,400.01,100,0,0,0,400.01,0,0,600.01,100,0
817.216,0,3137248.12,0,7501.83,700.02,2700.24,100,200,3400.38,3700.45,0,0,1800.11,0,700.02,200,200,0,0,0,100,200,0,300,0,0
817.527,0,3197428.78,100,8802.52,700.02,3600.43,300,400.01,2600.22,2500.21,0,0,1700.1,100,400.01,0,100,0,0,0,200,0,0,500.01,0,0
817.838,0,3162235.62,100,6801.5,1600.08,3500.4,300,100,3500.4,3200.34,0,0,1500.07,0,0,500.01,100,0,0,100,100,0,0,600.01,0,0
818.149,100,3193039.52,300,7501.83,1000.03,2000.13,500.01,500.01,1800.11,2100.15,0,0,1800.11,0,200,400.01,0,0,0,100,100,100,0,500.01,0,0
818.46,0,3158259.64,200,6801.5,1100.04,2800.26,200,0,2300.18,2100.15,0,0,1400.07,0,200,700.02,100,0,0,0,100,0,0,400.01,0,0
818.771,0,3178208.47,0,6001.17,900.03,3000.3,400.01,400.01,2300.18,2400.19,300,0,1700.1,100,0,400.01,300,0,0,0,100,0,0,400.01,0,0
819.082,0,3156734.25,100,7201.69,1100.04,3200.34,300,100,2000.13,2700.24,0,200,900.03,0,500.01,500.01,100,0,0,0,0,0,0,600.01,0,0
819.393,0,3164509.06,0,6801.5,1100.04,2400.19,200,300,1500.07,3500.41,0,0,1100.04,200,0,300,300,0,0,0,300,0,100,200,0,100
819.704,100,3157984.05,0,8702.46,400.01,3100.32,200,400.01,2400.19,2800.26,0,0,1400.07,0,200,800.02,300,0,0,0,200,0,100,100,0,0
820.015,0,3180708.08,300,6401.33,600.01,2400.19,600.01,200,1700.1,3200.34,0,0,2300.18,200,200,100,200,0,0,0,200,0,0,300,0,100
820.326,0,3191022.14,100,5400.95,1200.05,3900.5,400.01,400.01,2000.13,2900.28,0,100,2100.15,100,500.01,300,600.01,0,0,0,100,0,0,700.02,0,0
820.638,0,3210833.08,0,6101.21,1100.04,1700.1,100,200,2700.24,2800.26,0,100,2200.16,100,500.01,400.01,0,0,100,0,100,0,0,100,0,0
820.949,0,3187154.37,100,5701.06,1000.03,3100.32,600.01,0,2400.19,3400.38,0,0,2600.22,100,300,700.02,300,0,0,0,100,0,0,300,0,0
821.26,100,3207762.38,500.01,6401.33,1000.03,3400.38,300,200,3200.34,3200.34,0,200,1300.06,0,200,500.01,200,0,0,0,100,0,0,500.01,0,0
821.571,0,3196247.92,0,6101.21,1000.03,2600.22,100,300,3300.36,2400.19,0,100,1400.07,100,200,700.02,100,0,0,0,300,0,0,600.01,100,0
821.882,0,3206256.71,200,8002.08,600.01,2400.19,300,400.01,2200.16,3000.3,100,0,1700.1,0,100,400.01,500.01,0,0,0,200,0,0,500.01,100,0
822.193,0,3187390.5,0,9102.69,1500.07,2700.24,500.01,400.01,1900.12,4100.56,0,0,900.03,0,100,400.01,200,0,0,0,300,0,0,200,0,0
822.504,0,3183394.8,100,8602.4,1100.04,2200.16,600.01,300,2400.19,3700.45,100,0,2400.19,0,300,200,100,0,0,0,200,0,0,500.01,0,0
822.815,0,3151459.25,0,6101.21,1200.05,2000.13,100,200,1900.12,2700.24,100,0,1500.07,100,400.01,300,100,0,0,0,0,0,0,800.02,0,0
823.126,0,3208500.66,200,7101.64,900.03,1900.12,600.01,0,3000.3,2700.24,0,0,1600.09,0,100,400.01,200,0,0,0,200,0,0,300,100,0
823.437,0,3125556.32,200,6801.5,900.03,2700.24,300,100,2300.18,3100.32,0,200,1800.11,0,500.01,400.01,200,0,0,0,100,0,0,500.01,0,0
823.748,0,3169360.81,100,7001.59,700.02,3100.32,200,200,1900.12,2500.21,300,0,1700.1,100,500.01,200,300,0,0,100,200,0,0,300,0,0
824.059,100,3167884.64,0,7601.88,600.01,3300.36,400.01,100,1500.07,3400.38,0,0,2100.15,0,300,400.01,100,1600.09,0,100,300,0,0,300,100,0
824.371,0,3184772.73,200,6801.5,800.02,3200.34,200,300,2200.16,2200.16,0,0,1100.04,0,400.01,800.02,100,0,0,0,100,0,0,500.01,0,0
824.682,0,3187705.54,200,6701.46,1200.05,2600.22,100,100,2200.16,3300.36,100,200,1400.07,0,0,300,0,0,0,0,400.01,0,0,500.01,0,0
824.993,0,3211246.36,0,7301.73,1000.03,2500.21,400.01,200,2400.19,3400.38,100,100,1200.05,0,700.02,400.01,300,0,0,0,100,0,0,1100.04,0,0
825.304,100,3149648.31,0,7301.73,900.03,3500.4,500.01,100,2700.24,3500.41,0,300,1200.05,200,600.01,200,0,100,100,100,0,0,0,900.03,0,0
825.615,0,3142916.67,300,8202.19,800.02,2100.14,200,200,2500.21,2500.21,0,400.01,1800.11,100,100,400.01,0,1100.04,0,0,500.01,0,0,600.01,0,0
825.926,0,3191907.88,300,7501.83,2400.19,3800.47,400.01,0,1700.1,3400.38,0,0,3200.34,0,600.01,900.03,300,11704.63,0,0,700.02,0,0,800.02,100,0
826.237,0,3297910.62,800.02,8502.35,18411.11,2000.13,500.01,200,3000.3,4000.53,0,0,4600.7,100,1300.06,300,600.01,106683.5,100,100,1000.03,0,0,900.03,0,0
826.548,0,3542029.38,600.01,7101.64,42860.13,2400.19,500.01,400.01,2300.18,4300.61,0,500.01,5601.04,200,1200.05,600.01,200,339861.6,0,0,200,400.01,0,500.01,0,0
826.859,0,3568798.52,3100.31,9302.81,76792.81,3400.38,500.01,400.01,2300.18,9002.68,100,300,4700.73,100,1800.11,400.01,100,532209,0,100,300,500.01,0,700.02,100,0
827.17,0,3639470.39,3200.33,9102.69,135700.92,2600.22,200,100,3100.32,7101.67,0,100,3600.43,700.02,2100.15,700.02,0,680716.96,0,0,100,100,0,400.01,0,0
827.481,200,3707947.35,2700.24,7101.64,138122.53,2900.28,200,0,2300.18,8602.45,0,0,2700.24,200,1600.09,500.01,300,894991.33,0,0,500.01,400.01,0,500.01,0,0
827.792,0,3927629.78,3900.49,10403.52,220177.62,3800.47,600.01,200,1800.11,10803.86,100,0,4900.8,600.01,3000.3,600.01,100,1223066.43,0,0,400.01,100,100,500.01,0,0
828.103,300,4190496.58,3700.44,11304.15,332995.32,2400.19,400.01,100,2100.15,18311.09,100,200,7301.77,400.01,1700.1,100,200,2107016.45,0,0,400.01,1100.04,0,400.01,0,0
828.415,0,4734653.62,6301.28,13606.02,451277.89,4000.53,800.02,100,2900.28,22616.92,200,300,7101.68,400.01,2800.26,200,500.01,2921212.17,0,0,100,600.01,100,900.03,0,0
828.726,200,5049001.28,7401.77,11704.45,549419.3,4000.53,300,100,2700.24,26022.4,200,0,6501.4,700.02,2600.23,200,100,3582698.13,0,100,300,500.01,0,800.02,0,0
829.037,400.01,5819985.29,8102.12,14606.93,821964.57,3700.45,100,200,1700.1,31933.72,500.01,200,7001.63,500.01,1800.11,300,300,4274443.45,0,0,300,1200.05,300,1100.04,0,0
829.348,300,6121135.68,13706.07,13305.75,928737.23,2700.24,200,100,2100.15,34739.9,200,0,7701.97,300,2200.16,400.01,400.01,4382986.04,0,0,500.01,1100.04,100,800.02,0,0
829.659,100,6032365.37,11704.43,12204.84,969776.68,3200.34,400.01,0,1700.1,40253.57,700.02,0,6401.36,700.02,2800.26,300,400.01,5305568.87,0,100,700.02,1200.05,0,800.02,0,100
829.97,300,6470047.02,14606.9,12905.41,1026514.77,3800.47,500.01,100,2400.19,40654.64,400.01,0,7501.87,900.03,3100.32,300,0,5584813.8,0,0,1000.03,1300.06,0,700.02,0,0
830.281,300,6760745.46,13005.47,13505.93,1144588.8,3400.38,200,100,2000.13,44966.83,500.01,200,5400.97,300,2000.13,200,700.02,5780720.05,100,100,300,2600.24,0,1900.13,0,0
830.592,400.01,6992690,15207.48,17910.42,1231707.94,4000.53,700.02,200,2100.15,50283.56,100,400.01,4300.61,400.01,3400.39,200,400.01,6608415.77,500.01,0,800.02,1800.11,0,900.03,0,0
830.903,100,7292216.57,14106.43,16108.43,1415702.86,2100.14,500.01,200,2800.26,60219.81,200,200,4800.77,100,2400.19,600.01,100,7687925.17,100,100,900.03,1100.04,100,1000.04,0,0
831.214,300,7375141.57,17209.57,14206.56,1296374.35,5100.85,300,100,2800.26,55301.05,100,100,6101.24,500.01,1500.07,600.01,300,6641670.46,0,0,1200.05,700.02,0,1200.05,0,0
831.525,300,7994871.27,22416.24,15507.81,1416833.53,3600.43,400.01,500.01,2900.28,52992.8,600.01,300,6901.58,200,1600.09,700.02,100,6409934.52,0,0,1100.04,1100.04,0,2100.16,0,0
831.836,200,7001134.53,17710.14,14907.22,1304213.99,3200.34,300,100,2700.24,55401.41,700.02,100,4900.8,100,1200.05,300,400.01,6529761.47,0,0,600.01,1300.06,0,1100.04,0,100
832.148,500.01,9122944.74,19712.56,12805.33,1355850.13,2300.17,400.01,100,2400.19,47374.17,600.01,0,3500.41,500.01,1600.09,200,400.01,6441870.46,0,100,1100.04,1500.08,0,1300.06,100,0
832.459,300,7133069.69,15808.08,14707.03,1229425.03,2500.21,300,0,3100.32,56706.25,700.02,200,3400.38,400.01,1900.12,800.02,400.01,6028160.29,0,100,1100.04,1400.07,0,1000.04,0,0
832.77,300,7849797.83,19312.05,16508.85,1397611.36,3300.36,700.02,0,1300.06,49280.26,0,0,4000.53,1000.03,1300.06,700.02,200,7529261.89,0,200,1100.04,2000.14,0,1000.04,100,0
833.081,200,7102364.22,18911.56,14406.74,1258780.59,2500.21,500.01,400.01,2300.18,56204.37,400.01,200,3600.43,500.01,2100.15,500.01,300,6420116.55,0,100,1300.06,1500.08,0,800.02,0,0
833.392,0,7588515.01,16508.81,15708.01,1278035.18,2500.21,100,0,2300.18,53494.56,500.01,200,3700.46,700.02,1600.09,300,200,7289080.63,0,100,1200.05,2000.14,0,900.03,0,0
833.703,500.01,7194411.88,17710.14,15407.71,1408703.16,3000.3,300,200,2200.16,50684.89,500.01,300,2200.16,200,700.02,600.01,400.01,6885157.19,0,0,1600.09,1300.06,0,800.02,100,0
834.014,200,7173124.38,18110.6,15107.42,1188320.73,2900.28,200,200,4100.56,54096.7,400.01,500.01,2900.28,400.01,1300.06,1000.03,100,7326359.54,0,100,700.02,2500.22,100,800.02,0,0
834.325,0,8073397.06,18210.72,14907.22,1395360.68,3400.38,500.01,100,2800.26,59316.24,600.01,200,2800.26,100,1000.03,900.03,300,6816181.4,100,0,900.03,1800.11,0,800.02,100,0
834.636,0,7160901.72,15808.08,15507.81,1168549.24,2200.16,200,200,2000.13,45067.13,700.02,200,3200.34,200,1300.06,0,600.01,6352961.86,100,0,1000.03,1800.11,0,800.02,0,0
