C:\ICPCHEM\1\DATA\Laser\09DEC_2.D
Intensity Vs Time,CPS
Acquired      : Dec 9 2010  04:51 pm using AcqMethod DJoto.m
Time [Sec],Li7,Na23,Mg24,P31,Ca43,Sc45,V51,Cr53,Mn55,Fe57,Co59,Ni60,Cu63,Zn64,Cu65,Ge72,Rb85,Sr88,Y89,Cd114,Sn118,Ba137,Au197,Pb208,Th232,U238
740.69,200,6329264.2,12304.9,14907.22,1008682.05,3000.3,300,100,2500.21,44565.64,200,0,2400.19,100,900.03,600.01,500.01,4310500.49,0,100,500.01,2700.25,0,1500.08,0,100
741.001,400.01,6533396.63,13305.72,14206.56,1057850.61,3100.32,500.01,200,1500.07,42259.03,400.01,0,1900.12,100,600.01,800.02,500.01,4853513.39,0,0,1200.05,2700.25,0,1300.06,0,0
741.312,300,6594364.99,16108.39,17009.4,1090321.61,3200.34,500.01,200,2500.21,46671.99,500.01,200,1000.03,400.01,1200.05,200,200,5042639.57,100,0,500.01,2500.22,0,1600.09,0,0
741.623,400.01,6907275.94,14907.18,16909.29,1086932.93,1700.1,800.02,600.01,1700.1,39651.97,500.01,100,1900.12,300,300,500.01,400.01,4474782.13,0,0,500.01,2400.2,0,1500.08,0,0
741.934,400.01,6400132.96,11804.5,14206.56,1062670.92,2700.24,600.01,0,3300.36,44465.35,500.01,200,2200.16,300,900.03,700.02,200,4135845.4,0,100,800.02,1900.13,0,1400.07,0,0
742.246,400.01,6485970.46,14506.8,13005.49,1102579.91,4200.58,300,0,2500.21,44665.94,600.01,100,2400.19,300,500.01,500.01,300,4867684.87,100,200,700.02,2000.14,0,1600.09,0,0
742.557,300,6628750.93,12304.9,17109.51,1065998.46,2800.26,800.02,200,1700.1,42058.47,400.01,200,1700.1,200,1000.03,400.01,300,4200676.27,0,0,600.01,2500.22,0,1500.08,0,0
742.868,0,6310948.97,13205.64,11104.01,974567.89,3300.36,0,0,2500.21,37747.1,900.03,0,1700.1,100,300,300,500.01,4062269.62,0,0,300,2000.14,0,1600.09,0,0
743.179,100,6171445.45,12705.22,13906.28,1024271.02,3800.47,900.03,0,2700.24,36844.88,200,300,2000.13,400.01,700.02,700.02,500.01,4260763.38,0,0,500.01,3300.38,0,1000.04,0,100
743.49,200,6749201.71,13706.07,15908.22,1168635.38,3600.43,400.01,100,1600.08,40955.45,200,200,2100.15,800.02,500.01,500.01,200,4704205.96,0,0,300,2400.2,0,1500.08,0,0
743.801,100,6555126.71,13205.64,13005.49,1063338.6,2700.24,100,400.01,3200.34,37145.62,400.01,0,1800.11,600.01,600.01,300,400.01,4022954.39,100,0,300,1700.1,0,700.02,0,0
744.112,200,6497189.99,12004.66,16608.96,1009749.34,4200.58,600.01,0,1700.1,40454.1,300,0,1500.07,300,600.01,200,500.01,3999643.06,0,0,900.03,1100.04,0,1400.07,0,0
744.423,0,6160865.76,12304.9,14106.47,997480.1,2200.16,200,200,2100.15,41557.09,600.01,200,2400.19,400.01,600.01,300,400.01,3982620.79,100,100,1500.08,2000.14,0,900.03,0,0
744.734,400.01,6633130.62,14106.43,14606.93,1037202.46,3000.3,200,100,2200.16,42259.03,200,100,1200.05,400.01,400.01,400.01,500.01,4456837.21,100,100,700.02,1500.08,0,1100.04,100,0
745.045,100,6698507.96,13906.25,15607.92,1126098.85,3300.36,600.01,300,1800.11,46671.99,1000.03,200,1500.07,200,200,200,100,4528843.85,0,0,500.01,2500.22,0,1700.11,0,0
745.356,100,6535306.01,13706.07,16308.64,1012057.84,4200.58,400.01,0,3300.36,43261.86,300,100,2300.18,300,1500.07,400.01,400.01,4020522.36,0,100,800.02,2100.15,0,800.02,0,100
745.667,400.01,6538415.77,14506.8,17309.73,1035385.08,3100.32,500.01,0,1400.06,37446.36,800.02,0,1700.1,800.02,600.01,400.01,800.02,4322144.24,0,0,700.02,2200.17,0,800.02,0,0
745.978,100,6377477.49,15507.77,13505.93,954135.08,3600.43,500.01,400.01,1700.1,43362.16,200,300,1800.11,200,300,600.01,300,4838671.2,0,100,200,3600.45,0,1200.05,100,0
746.29,200,6776649.37,13806.16,14807.12,1023096.02,3100.32,500.01,200,2000.13,43161.58,400.01,100,2200.16,600.01,300,600.01,500.01,4662985.65,0,200,500.01,2500.22,0,1400.07,0,0
746.601,100,6513595.46,12505.06,13606.02,959027.95,3500.4,100,0,1800.11,37245.87,800.02,300,2400.19,300,500.01,100,300,4034550.09,0,200,500.01,1900.13,0,800.02,0,0
746.912,100,6374318.5,19011.68,14306.65,1020532.64,4000.53,300,100,2000.13,41055.72,200,100,2600.22,100,600.01,600.01,300,3952564.93,0,100,600.01,2000.14,0,1200.05,0,0
747.223,300,6477920.07,12304.9,12805.33,1037843.97,3700.45,300,100,2500.21,42660.16,300,200,1700.1,200,600.01,400.01,100,4561079.4,100,0,800.02,1800.11,0,1200.05,0,0
747.534,400.01,6578422.02,14807.09,12905.41,1001426.58,3400.38,100,100,2600.22,44766.24,300,300,1700.1,300,500.01,800.02,100,4450847.76,0,100,600.01,2600.24,100,900.03,0,0
747.845,500.01,6314275.53,14006.34,14006.37,974780.98,3200.34,400.01,200,2400.19,42860.73,400.01,100,2200.16,1000.03,500.01,500.01,400.01,4503687.6,0,0,1200.05,1800.11,0,1400.07,0,0
748.156,0,6238781.39,11904.58,14106.47,919502.17,2400.19,200,400.01,2600.22,38950.15,400.01,100,2400.19,200,600.01,300,100,3975780.56,0,0,700.02,2600.24,0,1200.05,100,0
748.467,200,6670744.68,14807.09,15007.32,1159815.85,2900.28,100,200,4000.53,50082.9,300,100,3100.32,400.01,1100.04,600.01,300,4334411.03,100,0,200,2500.22,0,800.02,0,0
748.778,100,6220505.61,10103.3,14206.56,981313.01,3700.45,300,200,3100.32,38549.13,500.01,100,1500.07,500.01,900.03,400.01,300,4030417.28,100,0,800.02,2300.19,0,800.02,0,0
749.089,200,6295861.86,13005.47,13505.93,1014766.33,3000.3,500.01,200,2500.21,41557.09,700.02,200,2100.15,100,600.01,900.03,500.01,4056927.04,0,0,800.02,2300.19,0,2200.18,0,0
749.4,0,6183413.03,9903.17,13906.28,1050572.68,3300.36,100,200,2500.21,37245.87,500.01,300,2300.18,300,600.01,300,200,4284050.88,0,100,1000.03,2300.19,0,1300.06,0,0
749.711,0,6516626.71,11003.91,15207.51,1070380.98,2100.14,400.01,0,2100.15,41958.2,200,100,900.03,700.02,300,1000.03,200,3910841.88,0,0,400.01,1900.13,0,1100.04,0,0
750.023,700.02,6313507.95,12404.98,15507.81,956900.41,2200.16,500.01,100,1600.08,37847.36,100,200,2400.19,200,800.02,200,500.01,3760108.68,0,0,100,1700.1,0,1200.05,0,0
750.334,100,6486354.44,12505.06,14106.47,962539.08,2400.19,500.01,200,2400.19,40253.57,500.01,100,1300.06,700.02,500.01,200,300,3967538.76,0,100,500.01,1600.09,100,1200.05,0,0
750.645,200,6114945.45,12304.9,14006.37,944672.58,2300.17,500.01,100,2500.21,39952.76,0,100,2600.22,200,600.01,0,500.01,4572555.57,100,0,600.01,2900.29,0,700.02,0,0
750.956,200,6434725.53,12204.82,14506.84,931604.51,2500.21,600.01,100,3100.32,37747.1,600.01,100,2500.21,0,800.02,200,300,3611915.32,0,0,300,1700.1,0,900.03,0,0
751.267,100,6401569.67,10603.63,14306.65,1082385.28,3200.34,200,300,3800.48,36243.43,300,400.01,1600.09,300,500.01,400.01,200,3924593.84,0,100,600.01,2600.24,0,1100.04,0,0
751.578,200,6559270.46,12605.14,14907.22,1064382.25,3400.38,1900.12,100,1800.11,39551.71,300,300,2000.13,200,300,400.01,3500.41,3535823.91,0,0,400.01,1700.1,0,1300.06,0,0
751.889,0,6012003.26,10803.77,14606.93,803940.98,2800.26,300,300,2200.16,30130.02,3300.36,200,2400.19,300,1000.03,200,700.02,3671882.5,0,0,600.01,2600.24,0,25022.89,0,4100.63
752.2,200,6520307.57,13105.55,20113.14,1136059.99,2600.22,700.02,0,3100.32,47073.23,400.01,200,1800.11,100,300,800.02,300,5485626.69,100,0,500.01,3600.45,0,1700.11,100,0
752.511,200,7563861.89,17309.69,16508.85,1297601.98,2500.21,400.01,100,1800.11,50183.22,100,100,1900.12,100,500.01,600.01,500.01,5690002.08,0,200,600.01,3000.31,0,800.02,0,0
752.822,500.01,7266333.76,16709.02,17109.51,1179651.88,2900.28,500.01,200,2900.28,51286.92,300,200,1900.12,200,400.01,300,200,5011877.07,0,0,1000.03,3000.31,0,1000.04,0,0
753.133,200,6768332.96,13405.81,14807.12,996927.76,2900.28,100,300,2500.21,39050.41,600.01,0,1300.06,100,400.01,300,300,4471919.24,100,100,1000.03,2100.15,0,1300.06,100,0
753.444,400.01,6875399.37,15908.18,15607.92,1120488.31,3600.43,700.02,400.01,3000.3,44966.83,400.01,200,2100.15,300,500.01,900.03,300,4997621.99,100,0,900.03,2200.17,0,1600.09,0,0
753.755,100,7250990.79,18210.72,17910.42,1244996.61,1400.06,500.01,300,3300.36,63533.33,300,100,1700.1,400.01,800.02,500.01,300,5016333.32,0,0,600.01,3000.31,0,1100.04,0,0
754.067,100,6567153.27,13605.99,12405,1034122.97,3400.38,500.01,100,2700.24,42559.88,100,0,2100.15,300,400.01,600.01,400.01,4525022.37,0,0,900.03,3000.31,0,1500.08,0,0
754.378,300,6845677.5,12805.3,16208.54,1052498.75,2900.28,500.01,0,2000.13,42961,400.01,300,1800.11,500.01,500.01,600.01,400.01,4428099.71,0,100,500.01,2900.29,0,1000.04,0,0
754.689,200,6952005.62,10903.84,16608.96,1189666.82,3800.47,200,0,1900.12,48377.34,1200.05,100,2000.13,400.01,700.02,700.02,100,5014836.05,100,100,800.02,2800.27,0,1100.04,0,100
755,200,6895948.59,16408.7,14707.03,1244684.31,2200.16,200,100,1400.06,46972.93,200,300,2000.13,400.01,600.01,200,400.01,4174034.86,0,0,400.01,1700.1,0,900.03,0,0
755.311,100,6531418.51,11704.43,15908.22,1028404.81,2700.24,400.01,100,1600.08,36143.19,400.01,400.01,1800.11,400.01,800.02,300,0,4784861.04,0,0,200,1700.1,0,1200.05,0,0
755.622,100,6892011.87,14606.9,15607.92,1092898.85,2800.26,0,0,1100.04,51186.59,800.02,400.01,2500.21,400.01,1900.12,300,300,4257145.8,0,0,600.01,1400.07,0,800.02,0,0
755.933,300,6990800.94,11804.5,15007.32,1170681.47,2800.26,300,100,3100.32,45267.73,300,100,1600.09,100,1200.05,400.01,100,4768054.4,100,100,400.01,3000.31,0,1600.09,0,0
756.244,300,6952881.41,14807.09,15507.81,1118226.88,3900.5,200,0,2500.21,41256.26,600.01,0,1900.12,500.01,700.02,300,200,4050554,0,0,800.02,2600.24,0,1000.04,0,0
756.555,200,6438682.18,11804.5,16308.64,1050728.34,3400.38,400.01,200,2400.19,45167.42,400.01,500.01,2400.19,200,600.01,600.01,300,4502237.99,100,100,800.02,2100.15,0,1300.06,0,0
756.866,100,6845274.37,14907.18,17009.4,1169055.4,2800.26,500.01,300,2200.16,46772.31,100,0,1200.05,800.02,800.02,400.01,600.01,4557857.13,0,0,200,2000.14,0,1400.07,0,0
757.177,0,7026486.09,15107.38,17109.51,1157166.73,3700.45,600.01,300,1800.11,47675.12,700.02,400.01,1700.1,400.01,1000.03,200,400.01,4776164.17,0,100,1000.03,1700.1,0,800.02,0,0
757.488,100,6969543.12,16308.6,18911.62,1124677.37,2900.28,400.01,100,1400.06,40855.18,900.03,300,1700.1,700.02,400.01,200,200,4255361.03,0,100,500.01,2100.15,100,1300.06,0,0
757.8,200,6783705.62,12605.14,15507.81,1047379.32,2900.28,400.01,200,2400.19,43663.02,200,0,1500.07,0,700.02,300,700.02,4421678.61,0,100,700.02,2100.15,0,1600.09,0,0
758.111,200,6881569.69,14706.99,14606.93,1082334.69,3000.3,600.01,100,2800.26,44264.77,300,200,1500.07,400.01,600.01,500.01,300,4479849.32,100,0,900.03,2100.15,100,1000.04,0,0
758.422,0,6761798.59,17209.57,15708.01,1178585.77,3400.38,200,200,2500.21,47073.23,500.01,300,1700.1,300,900.03,400.01,200,4672113.78,0,100,600.01,2400.2,0,1200.05,0,0
758.733,300,6930127.5,13205.64,15507.81,1125948.07,3300.36,500.01,100,3500.4,45869.54,200,100,1800.11,200,500.01,400.01,400.01,4251922.75,0,0,500.01,1400.07,0,1000.04,0,0
759.044,100,6452883.35,11003.91,14106.47,1059311.06,3200.34,300,200,2500.21,43663.02,300,100,1900.12,100,700.02,300,400.01,4582701.66,0,0,800.02,1900.13,0,1300.06,0,0
759.355,200,6436202.1,16909.24,15407.71,1240355.3,2700.24,300,100,2900.28,36945.12,600.01,300,2300.18,100,600.01,400.01,300,4013802.04,0,0,400.01,2600.24,0,1600.09,0,0
759.666,200,6980693.12,16008.28,13706.1,1272263.11,3500.4,600.01,300,1700.1,50283.56,400.01,400.01,1400.07,700.02,200,400.01,800.02,4741640.73,0,0,200,2200.17,0,1400.07,0,0
759.977,100,6685507.18,13105.55,15207.51,1018659.01,3000.3,300,100,3000.3,49480.92,400.01,100,2500.21,300,400.01,700.02,400.01,4355721.58,0,0,600.01,2700.25,0,1100.04,0,0
760.288,100,6812531.4,13105.55,16508.85,1182171.71,2200.16,800.02,100,2100.15,51186.59,200,100,1500.07,100,600.01,300,400.01,5168132.54,0,0,500.01,2900.29,100,1000.04,0,0
760.599,0,6587928.27,14506.8,14707.03,939551.78,3900.5,400.01,100,3100.32,37546.61,400.01,100,2400.19,100,600.01,500.01,500.01,3992862.59,0,0,500.01,2200.17,0,1300.06,0,0
760.91,400.01,7151817.35,16809.13,15207.51,1125398.85,2600.22,500.01,0,2700.24,46170.46,200,400.01,2000.13,100,1000.03,300,400.01,4397097.75,0,100,600.01,3600.45,200,1500.08,0,0
761.221,100,6795102.5,15007.28,15107.42,1089108.23,2900.28,600.01,200,2400.19,44164.47,700.02,100,2800.26,200,800.02,900.03,600.01,4242231.74,0,0,500.01,2600.24,0,1200.05,0,0
761.532,200,6746327.49,14406.71,17309.73,1148928.64,3600.43,300,100,2400.19,45869.54,600.01,200,1600.09,200,800.02,100,500.01,4657080.18,100,100,300,2900.29,0,1200.05,0,0
761.844,300,6645147.02,12404.98,13305.75,993826.29,4100.55,400.01,200,2500.21,38448.87,200,100,1400.07,100,200,200,300,4152532.12,0,100,400.01,1600.09,0,1000.04,0,0
762.155,100,6956375.16,17710.14,15207.51,1082550.02,2000.13,400.01,300,2300.18,41557.09,600.01,400.01,1800.11,200,600.01,400.01,200,4666124.32,0,100,800.02,2200.17,0,1700.11,0,0
762.466,0,6567084.52,14006.34,13505.93,1115782.35,2400.19,100,200,1400.06,43963.88,1000.03,100,3100.32,0,700.02,100,500.01,4254198.92,0,0,500.01,2000.14,0,1200.05,100,0
762.777,100,6918810.31,15908.18,14406.74,1076627.27,4200.58,300,400.01,2400.19,45568.63,300,100,2200.16,100,900.03,600.01,500.01,6032448.96,0,0,1000.03,2400.2,0,1000.04,0,0
763.088,200,6671660.31,13005.47,14206.56,1101416.92,3300.36,200,100,1700.1,42860.73,700.02,0,1600.09,200,700.02,200,400.01,4494595.41,0,100,600.01,1400.07,0,1600.09,0,0
763.399,300,6870507.97,13706.07,14006.37,1098767.8,2400.19,400.01,500.01,2200.16,42459.59,500.01,0,1700.1,200,600.01,400.01,300,4230240.72,0,0,400.01,2300.19,0,900.03,100,0
763.71,300,6985122.03,14206.52,14306.65,1144039.58,3000.3,300,200,2000.13,47875.75,300,100,1100.04,200,500.01,600.01,300,4912259.09,0,100,600.01,2300.19,0,1000.04,0,0
764.021,400.01,6727914.21,16508.81,13505.93,1097281.67,3400.38,800.02,0,3500.4,40855.18,400.01,400.01,2200.16,300,500.01,700.02,600.01,4745174.32,0,0,1000.03,2500.22,200,900.03,0,0
764.332,100,6691668.12,12304.9,14807.12,982616.04,2800.26,0,100,1900.12,37947.61,500.01,0,2000.13,100,600.01,400.01,100,4439743.07,0,0,500.01,2700.25,0,1400.07,0,0
764.643,0,6640246.24,12404.98,15407.71,1037309.4,2400.19,300,400.01,1500.07,41958.2,200,100,1400.07,100,100,300,500.01,4250880.56,0,100,700.02,2400.2,0,1300.06,0,0
764.954,200,6702237.65,17409.8,14106.47,1054104.22,2400.19,400.01,100,2000.13,40053.04,300,100,1700.1,100,400.01,100,0,3794189.15,0,0,200,1300.06,0,1200.05,0,0
765.265,0,6190203.65,12705.22,16108.43,964561.15,2700.24,200,200,2000.13,38950.15,500.01,100,1000.03,0,700.02,200,1000.03,3578625.47,0,0,400.01,1400.07,0,500.01,0,0
765.576,0,6005241.93,12605.14,12505.08,806679.95,2500.21,500.01,300,2600.22,29228.25,200,100,1600.09,400.01,200,200,300,2917522.53,0,0,300,1300.06,0,1100.04,0,0
765.888,200,5236482.15,7701.92,10203.38,594357.83,3300.36,300,100,3000.3,25521.54,200,300,700.02,0,100,300,100,1933858.44,0,0,400.01,700.02,0,1400.07,0,100
766.199,200,4231122.36,4400.63,8902.58,306447.57,1800.11,600.01,200,1900.12,14607.06,0,0,1500.07,0,300,600.01,100,887651.58,0,100,500.01,400.01,0,700.02,0,0
766.51,0,3625475.47,1800.1,6401.33,139737.12,2300.17,300,300,2400.19,6701.49,200,200,2000.13,100,300,300,300,550874.23,0,100,200,400.01,0,500.01,0,0
766.821,0,3492221.56,1700.09,8702.46,106873.07,2300.17,200,300,2200.16,6001.19,0,0,1500.07,100,200,700.02,0,328611.53,0,0,0,200,0,400.01,0,0
767.132,0,3311236.01,400.01,7601.88,47875.01,2700.24,800.02,0,2500.21,4300.61,0,0,1600.09,100,300,400.01,200,150259.65,0,100,0,0,0,600.01,0,100
767.443,0,3242621.17,200,6501.37,45066.47,2600.22,200,100,2300.18,3700.45,300,0,1800.11,300,300,600.01,200,135316.37,0,100,300,100,100,400.01,0,0
767.754,100,3226136.6,600.01,5901.13,33135.95,2900.28,100,100,1800.11,3300.36,300,0,1800.11,0,400.01,500.01,100,119480.81,0,0,100,200,0,400.01,0,0
768.065,0,3240544.6,200,7801.98,22116.02,2500.21,200,0,2000.13,3800.48,0,0,1300.06,0,100,300,0,109403.26,0,0,200,0,0,100,0,0
768.376,0,3244628.78,400.01,8502.35,26322.7,2900.28,100,300,2400.19,3400.38,200,0,1000.03,0,200,900.03,300,119783.25,0,100,100,0,0,700.02,0,0
768.687,0,3204209.64,300,7501.83,25821.84,2600.22,300,400.01,4000.53,3400.38,0,0,1400.07,0,200,200,0,124219.62,0,0,100,0,0,400.01,0,0
768.998,100,3206197.73,300,6501.37,26723.39,3600.43,300,0,2300.18,2900.28,0,100,1600.09,100,700.02,500.01,200,121194.66,100,0,0,100,0,400.01,0,0
769.309,100,3230486.6,400.01,8202.19,20914.33,2100.14,400.01,0,2300.18,4300.61,0,100,1900.12,0,100,700.02,0,87659.08,0,0,200,0,100,300,0,0
769.621,0,3201227.61,700.02,7201.69,22216.17,2500.21,100,0,2300.18,3100.32,100,0,1200.05,0,300,0,100,103259.32,100,0,200,100,0,400.01,0,0
769.932,0,3228921.75,500.01,7401.78,22716.9,2400.19,400.01,200,2300.18,3500.41,0,0,900.03,0,200,200,300,102151.65,0,0,200,0,0,600.01,0,0
770.243,100,3240298.51,500.01,7902.03,27524.82,4200.58,200,0,3000.3,3900.5,300,0,1600.09,0,200,300,0,108798.84,0,0,100,100,0,200,0,0
770.554,0,3206601.24,900.03,6601.42,23918.74,3200.34,300,300,1400.06,2400.19,100,0,1700.1,0,300,1000.03,100,87960.87,0,0,100,0,0,900.03,0,0
770.865,0,3249982.49,300,8202.19,25922.01,2900.28,100,0,2100.15,3400.38,100,0,1500.07,100,300,700.02,0,120488.94,0,200,100,0,0,400.01,0,0
771.176,0,3221402.81,400.01,8402.29,26222.52,3300.36,400.01,400.01,3500.4,3300.36,200,0,1100.04,0,100,500.01,100,100037.28,0,100,100,0,0,400.01,0,0
771.487,200,3243211.6,500.01,8302.24,22817.05,3300.36,400.01,200,3200.34,3300.36,0,0,1500.07,0,300,300,100,101044.09,0,0,0,200,100,500.01,0,0
771.798,0,3234206.52,400.01,8502.35,23417.96,2800.26,400.01,400.01,2200.16,3400.38,100,100,1600.09,200,300,400.01,100,105777.02,0,0,100,0,0,700.02,0,0
772.109,0,3229433.47,200,9102.69,22516.61,2800.26,400.01,300,2600.22,3800.48,0,100,2200.16,200,200,400.01,200,80418.1,0,100,0,200,0,1200.05,0,0
772.42,0,3205676.05,300,7201.69,21114.6,3100.32,700.02,0,2200.16,3800.48,200,300,1700.1,0,300,100,0,72879.18,0,0,0,100,0,600.01,0,0
772.731,0,3244619.02,0,7701.93,16909.37,3100.32,500.01,200,2800.26,4400.64,0,0,1000.03,100,100,500.01,300,67955.8,0,100,100,0,0,300,100,0
773.042,100,3215094.41,0,8202.19,17610.16,3000.3,300,300,2700.24,3300.36,0,100,1700.1,100,300,400.01,100,87659.08,0,200,200,100,100,800.02,0,0
773.353,0,3197310.81,200,7801.98,17510.04,2600.22,100,0,3700.45,2900.28,100,100,1400.07,0,200,600.01,300,59820.77,0,0,200,0,0,900.03,0,0
773.665,0,3155405.54,0,7601.88,15007.38,2500.21,500.01,200,2300.18,3200.34,0,0,1100.04,300,100,100,300,56206.64,0,0,300,0,0,900.03,0,0
773.976,0,3203284.64,400.01,8402.29,18911.72,3600.43,0,0,2300.18,3600.43,0,100,1700.1,100,400.01,300,100,66248.09,0,0,0,0,0,900.03,0,0
774.287,0,3208333.27,700.02,6701.46,12405.04,2800.26,100,100,3400.38,3800.48,0,0,1800.11,100,600.01,0,0,59117.96,0,0,300,100,0,200,100,0
774.598,0,3173425.46,200,6701.46,16208.61,3000.3,500.01,300,2400.19,3200.34,0,0,800.02,0,400.01,600.01,0,46673.55,0,0,0,0,0,700.02,0,0
774.909,0,3215566.87,200,6001.17,11304.19,2600.22,200,100,1900.12,4100.56,0,0,1600.09,200,300,300,100,43263.2,100,100,100,0,0,500.01,0,100
775.22,0,3210626.44,100,7701.93,12805.37,2100.14,800.02,300,2200.16,3200.34,0,0,1000.03,0,400.01,800.02,0,40856.37,200,100,100,0,0,300,0,0
775.531,0,3201237.57,300,8802.52,10103.34,3500.4,700.02,300,2400.19,3900.5,0,0,1200.05,0,100,400.01,300,40555.54,0,0,400.01,0,100,700.02,0,0
775.842,100,3186494.99,100,7501.83,13606.07,2100.14,100,100,2300.18,3000.3,100,300,1600.09,200,200,400.01,100,69663.73,0,0,0,200,0,200,0,0
776.153,0,3152492.45,400.01,6701.46,11204.11,2500.21,500.01,200,2200.16,2900.28,0,0,1200.05,100,0,200,100,47676.74,0,0,100,0,0,300,0,0
776.464,0,3183453.98,400.01,8202.19,11404.26,3500.4,500.01,200,3300.36,3800.48,100,0,2200.16,200,600.01,600.01,200,41056.93,0,100,100,0,100,600.01,0,0
776.775,0,3173701.05,300,7701.93,8802.54,3600.43,400.01,100,1800.11,2600.22,0,300,1900.12,0,200,600.01,0,51389.15,0,0,0,0,0,300,0,0
777.086,0,3171791.67,400.01,7601.88,8502.37,4400.64,400.01,200,2800.26,2600.22,0,100,1400.07,100,200,200,400.01,52693.74,0,0,200,0,0,400.01,0,0
777.398,0,3168839.33,300,6201.25,9402.9,3200.34,500.01,500.01,1400.06,2500.21,0,100,1400.07,0,200,600.01,0,29830.06,0,0,0,0,0,600.01,100,0
777.709,0,3175551.24,400.01,9202.75,4600.69,3400.38,400.01,100,2300.18,3300.36,0,100,2300.18,0,500.01,100,0,27826.16,0,0,100,200,0,300,0,100
778.02,0,3189014.33,300,8802.52,8402.31,2800.26,400.01,100,2600.22,4200.58,0,100,2000.13,100,400.01,400.01,100,43864.98,0,100,0,0,0,300,0,0
778.331,0,3173543.43,0,7101.64,8302.26,2400.19,500.01,100,2300.18,2500.21,0,0,1500.07,0,400.01,300,0,24019.49,0,100,0,0,0,500.01,0,0
778.642,0,3181692.26,500.01,8702.46,6601.43,3100.32,200,300,2400.19,2100.15,100,100,900.03,100,300,300,0,42561.17,0,100,200,0,0,700.02,0,0
778.953,0,3134403.78,500.01,8002.08,11304.19,2800.26,700.02,100,2600.22,3100.32,0,0,2200.16,100,500.01,500.01,100,36745.6,100,0,100,100,0,400.01,0,0
779.264,0,3187666.09,200,7301.73,7902.05,3200.34,500.01,200,2500.21,3700.45,0,0,1700.1,0,0,300,200,36946.1,100,100,100,0,0,500.01,0,0
779.575,0,3161477.81,200,5801.09,5300.92,2900.28,200,0,2300.18,2200.16,100,0,1500.07,100,400.01,500.01,300,28727.88,100,0,0,0,0,300,0,0
779.886,100,3169498.7,100,6101.21,6701.47,2800.26,400.01,0,2800.26,3600.43,100,0,1000.03,100,100,200,100,20013.54,0,0,0,100,0,500.01,0,0
780.197,100,3144314.33,0,7201.69,5500.99,2000.13,400.01,100,2000.13,2500.21,100,100,1100.04,200,300,600.01,0,33638.22,0,0,0,0,0,600.01,0,0
780.508,0,3170374.48,100,7201.69,6801.52,2800.26,400.01,300,2100.15,2700.24,0,100,1600.09,0,200,300,200,22016.38,0,0,200,0,0,500.01,0,0
780.819,0,3103865.69,100,7001.59,8702.48,2500.21,0,100,2900.28,2600.22,100,100,1700.1,100,300,600.01,200,31232.95,0,0,100,0,0,100,0,100
781.13,0,3159037.18,100,7201.69,6601.43,2300.17,300,0,1700.1,1900.12,100,0,1000.03,0,100,700.02,300,31333.16,0,0,200,0,0,900.03,0,0
781.442,200,3173317.26,100,7301.73,8302.26,2300.17,300,300,2400.19,2100.15,0,0,2000.13,0,200,400.01,200,20313.95,0,100,100,0,0,600.01,100,0
781.753,0,3153319.21,300,7701.93,5801.1,3000.3,300,200,1900.12,2800.26,100,100,1300.06,0,300,200,200,21014.92,0,0,0,0,0,900.03,0,0
782.064,100,3164125.27,100,7401.78,6601.43,3200.34,400.01,0,2800.26,3500.41,0,200,1700.1,200,100,100,0,20113.67,0,0,300,0,0,600.01,100,100
782.375,0,3146400.66,200,7801.98,4300.61,2800.26,300,0,1700.1,3000.3,100,0,1700.1,0,300,500.01,200,40555.54,100,0,200,0,0,400.01,0,0
782.686,0,3197773.31,100,6501.37,5901.14,1900.12,300,100,3800.48,2900.28,0,0,2200.16,200,300,200,100,22116.53,0,0,300,100,0,500.01,0,0
782.997,0,3191002.42,200,7601.88,4000.52,3800.47,600.01,100,2000.13,2100.15,0,100,1500.07,100,0,600.01,200,9302.93,0,100,100,0,0,200,0,0
783.308,0,3202034.64,100,7201.69,6301.3,2100.14,100,200,1700.1,3100.32,0,200,1900.12,0,1000.03,1000.03,200,12505.29,0,0,0,0,0,500.01,0,0
783.619,0,3216098.31,400.01,8002.08,5000.82,2500.21,100,0,2100.15,2800.26,0,100,1600.09,100,100,500.01,300,21014.92,0,0,200,100,0,900.03,0,0
783.93,0,3173238.35,0,9402.87,4900.79,3400.38,700.02,300,2200.16,2100.15,0,0,1000.03,0,500.01,400.01,0,16709.44,0,0,0,0,0,400.01,0,0
784.241,0,3152413.74,0,8002.08,6101.22,2800.26,100,200,2200.16,2400.19,100,0,1300.06,100,500.01,300,100,20013.54,0,0,100,0,0,600.01,0,0
784.552,0,3167343.43,0,8202.19,5500.99,2200.16,200,400.01,2300.18,3400.38,0,100,1300.06,300,300,200,100,10703.87,0,0,200,100,0,500.01,0,0
784.863,100,3185087.57,500.01,6201.25,5300.92,2900.28,500.01,200,3100.32,3100.32,0,400.01,1400.07,100,200,300,200,13406.07,100,0,0,100,0,600.01,0,0
785.174,0,3152256.32,200,8502.35,5100.85,2700.24,500.01,300,1600.08,3200.34,0,0,1700.1,200,400.01,700.02,200,24520.32,0,0,100,0,0,300,0,0
785.486,0,3208904.17,200,6501.37,3800.47,2300.17,500.01,100,2600.22,4700.73,100,300,1600.09,300,700.02,500.01,0,10503.73,0,0,400.01,0,0,400.01,0,0
